case,time_proper_Myr,front_radius_proper_kpc,analytic_radius_proper_kpc,absolute_error_proper_kpc
instantaneous_100,0.04170524787591384,0.3819218779844338,0.37671837597418084,0.005203502010252936
instantaneous_100,0.04201815785561906,0.38223668621024154,0.3776580275942929,0.004578658615948639
instantaneous_100,0.042331797632935014,0.3825526003961892,0.3785951993445775,0.003957401051611686
instantaneous_100,0.04264626458488668,0.3828698132876267,0.379530205203562,0.0033396080840646936
instantaneous_100,0.042961665054597614,0.38318852085126104,0.38046337954334997,0.002725141307911072
instantaneous_100,0.04327811564262026,0.38350892448590085,0.3813950804185354,0.0021138440673654224
instantaneous_100,0.04359574466483791,0.383831233344147,0.3823256932396689,0.0015055401044780647
instantaneous_100,0.04391469381222651,0.3841556668748352,0.3832556349189988,0.0009000319558364334
instantaneous_100,0.04423512004533958,0.38448245757076593,0.3841853585644123,0.0002970990063536072
instantaneous_100,0.04455719777107313,0.38481185403891494,0.3851153588373619,0.0003035047984469852
instantaneous_100,0.04488112136116796,0.38514412441700885,0.3860461781185259,0.0009020537015170249
instantaneous_100,0.045207108074451906,0.3854795603020781,0.38697841362503677,0.001498853322958682
instantaneous_100,0.0455354014749532,0.38581848118967993,0.38791272570178514,0.0020942445121052145
instantaneous_100,0.04586627545357546,0.3861612396707277,0.38884984754255775,0.002688607871830062
instantaneous_100,0.046200038981900796,0.38650822746355873,0.3897905966415203,0.003282369177961597
instantaneous_100,0.04653704176938626,0.38685988258751214,0.39073588838047,0.0038760057929578817
instantaneous_100,0.04687768105992063,0.3872166978486531,0.39168675231506805,0.004470054466414963
instantaneous_100,0.047222409825260644,0.3875792311086627,0.3926443517543658,0.005065120645703081
instantaneous_100,0.04757174674886925,0.38794811767202825,0.3936100075681537,0.005661889896125427
instantaneous_100,0.04792628846889815,0.38832408554599684,0.3945852273132279,0.006261141767231082
instantaneous_100,0.04828672475039017,0.3887079742503704,0.3955717412538881,0.006863767003517707
instantaneous_100,0.04865385743763522,0.3891007583956174,0.3965715472530086,0.007470788857391164
instantaneous_100,0.04902862443771068,0.3895035774459486,0.39758696746862743,0.008083390022678827
instantaneous_100,0.04941213025463086,0.38991777380227766,0.3986207203320133,0.008702946529735633
instantaneous_100,0.04980568569316298,0.39034494223695804,0.3996760139895997,0.00933107175264164
instantaneous_100,0.050210859644838235,0.3907869946782542,0.40075666777331015,0.009969673095055975
instantaneous_100,0.05062954824844554,0.39124624685892195,0.4018672740667502,0.01062102720782826
instantaneous_100,0.05106406840096227,0.39172553586602266,0.40301341648645056,0.011287880620427904
instantaneous_100,0.05151728673879784,0.3922283827671581,0.404201969877059,0.011973587109900874
instantaneous_100,0.051992800948897466,0.3927592222128856,0.4054415204588313,0.012682298245945689
instantaneous_100,0.052495201544254175,0.393323735208861,0.40674297020765404,0.01341923499879305
instantaneous_100,0.053030459000229076,0.39392934369671584,0.4081204266182839,0.014191082921568066
instantaneous_100,0.05360651603289727,0.39458597113268806,0.40959255751079815,0.015006586378110087
instantaneous_100,0.05423422427823786,0.39530725293212393,0.4111847211495801,0.01587746821745617
instantaneous_100,0.05492889371116531,0.39611255263749867,0.41293246712482873,0.016819914487330057
instantaneous_100,0.055712987678719315,0.39703049757168263,0.4148875785786725,0.01785708100698985
instantaneous_100,0.05662110903808388,0.39810558439648747,0.4171291460518302,0.019023561655342747
instantaneous_100,0.05770996811636025,0.39941154118254035,0.419785448239907,0.020373907057366636
instantaneous_100,0.059080343934939834,0.401081208711955,0.42308142907483276,0.022000220362877743
instantaneous_100,0.060932059187171234,0.4033828241745398,0.4274550779920327,0.024072253817492895
instantaneous_100,0.06372767766988686,0.40695352440693505,0.4338932620143907,0.02693973760745566
instantaneous_100,0.06881722710404546,0.41372955960466196,0.4451464567265678,0.03141689712190582
instantaneous_100,0.08129796083442051,0.43166452785395093,0.4705686952678962,0.038904167413945256
instantaneous_100,0.09266769881293072,0.45139271590966756,0.4915479416871332,0.040155225777465664
instantaneous_100,0.10303617474172717,0.4730935011680096,0.5092294727228829,0.0361359715548733
instantaneous_100,0.11250451337884307,0.49696416264813953,0.5243661762657191,0.0274020136175796
instantaneous_100,0.12116576423378184,0.5225676453252822,0.5374848248099627,0.01491717948468052
instantaneous_100,0.12910528026277782,0.5429844718512173,0.5489711694273423,0.005986697576124911
instantaneous_100,0.13640102227194992,0.5591586462789153,0.5591175121175901,4.113416132522918e-05
instantaneous_100,0.14312384572336875,0.5722520529687345,0.5681511749146338,0.004100878054100643
instantaneous_100,0.14933780851449074,0.5830420329204111,0.5762525043912546,0.0067895285291564855
instantaneous_100,0.15510052009235784,0.5920683503520046,0.5835668014537931,0.00850154889821142
instantaneous_100,0.16046353641192673,0.5997174758440731,0.5902125504744897,0.009504925369583361
instantaneous_100,0.16547279383631033,0.6062733221885728,0.5962872970148214,0.009986025173751356
instantaneous_100,0.17016906860685468,0.6119490550717557,0.6018719732878577,0.01007708178389799
instantaneous_100,0.17458844629636533,0.6169077424438996,0.6070341621721229,0.00987358027177665
instantaneous_100,0.17876278647461613,0.6212761660374558,0.6118306115785355,0.009445554458920369
instantaneous_100,0.18272017035510021,0.6251543031157223,0.6163092038235256,0.008845099292196679
instantaneous_100,0.1864853224269533,0.6286219861065288,0.6205105186992423,0.00811146740728641
instantaneous_100,0.19008000028439037,0.6317436751879186,0.6244690871610126,0.007274588026906059
instantaneous_100,0.19352334965482787,0.6345719401249783,0.628214405327128,0.006357534797850284
instantaneous_100,0.19683222382839394,0.6371500411602792,0.6317717602024997,0.00537828095777948
instantaneous_100,0.20002146829685605,0.6395138695464905,0.6351629058906663,0.004350963655824214
instantaneous_100,0.2031041724760617,0.6416934254547615,0.6384066200488797,0.0032868054058817764
instantaneous_100,0.2060918910252107,0.643713956712122,0.6415191637599162,0.002194792952205704
instantaneous_100,0.20899483758916998,0.6455968455467116,0.6445146630760618,0.0010821824706498395
instantaneous_100,0.21182205387088252,0.6473603058451302,0.6474054267434052,4.512089827501953e-05
instantaneous_100,0.21458155686598399,0.6490199363312925,0.6502022117172346,0.0011822753859420665
instantaneous_100,0.21728046692173367,0.6505891630879919,0.6529144458115619,0.0023252827235700213
instantaneous_100,0.21992511906375323,0.6520795962993868,0.655550415039511,0.0034708187401241153
instantaneous_100,0.22252115978770226,0.6535013199296671,0.6581174217750625,0.004616101845395404
instantaneous_100,0.22507363126938087,0.6548631285369141,0.6606219187311998,0.005758790194285712
instantaneous_100,0.22758704470884544,0.6561727221294676,0.663069622833433,0.006896900703965314
instantaneous_100,0.23006544430836076,0.6574368674753542,0.6654656123336918,0.0080287448583376
instantaneous_100,0.2325124631842315,0.6586615324168807,0.6678144099117564,0.0091528774948757
instantaneous_100,0.23493137233765013,0.6598519983370064,0.6701200540299674,0.010268055692961076
