RADIUS_PC,VELOCITY_cgs_KMS,DENSITY_CM3,TEMP_cgs_K
17.558594,-2.6511551e-16,100,100
17.597656,-9.1723773e-16,100,100
17.636719,-5.2833937e-16,100,100
17.675781,3.8128532e-16,100,100
17.714844,-1.1083377e-17,100,100
17.753906,-7.5495456e-16,100,100
17.792969,-1.6644186e-15,100,100
17.832031,-2.0499975e-15,100,100
17.871094,-2.4276553e-15,100,100
17.910156,-2.0240199e-16,100,100
17.949219,2.0143201e-15,100,100
17.988281,1.3633295e-15,100,100
18.027344,9.7838245e-16,100,100
18.066406,5.887562e-16,100,100
18.105469,7.8074042e-16,100,100
18.144531,1.1682746e-15,100,100
18.183594,1.0379054e-15,100,100
18.222656,9.0515072e-16,100,100
18.261719,7.7786682e-16,100,100
18.300781,6.4819857e-16,100,100
18.339844,5.4289369e-16,100,100
18.378906,3.8270228e-16,100,100
18.417969,-8.5444094e-18,100,100
18.457031,-4.0414334e-16,100,100
18.496094,-2.84672e-16,100,100
18.535156,-1.5861011e-16,100,100
18.574219,-5.729659e-16,100,100
18.613281,-4.6013188e-16,100,100
18.652344,1.7828404e-16,100,100
18.691406,8.2962449e-17,100,100
18.730469,-3.9656051e-17,100,100
18.769531,5.2654881e-17,100,100
18.808594,3.6869341e-17,100,100
18.847656,8.1592608e-18,100,100
18.886719,-6.1754141e-17,100,100
18.925781,-6.8782319e-16,100,100
18.964844,-8.1554419e-16,100,100
19.003906,-4.1251798e-16,100,100
19.042969,-1.7584049e-17,100,100
19.082031,8.9630271e-16,100,100
19.121094,7.6818149e-16,100,100
19.160156,1.1763964e-16,100,100
19.199219,-1.1008457e-17,100,100
19.238281,-1.3704747e-16,100,100
19.277344,-2.3398736e-18,100,100
19.316406,1.2817308e-16,100,100
19.355469,-7.7367425e-19,100,100
19.394531,-1.2945423e-16,100,100
19.433594,-2.547988e-16,100,100
19.472656,-3.8448829e-16,100,100
19.511719,-1.0354125e-15,100,100
19.550781,-1.1594307e-15,100,100
19.589844,-7.6886725e-16,100,100
19.628906,-8.9670499e-16,100,100
19.667969,2.2478523e-17,100,100
19.707031,9.3364211e-16,100,100
19.746094,1.3328566e-15,100,100
19.785156,1.7229908e-15,100,100
19.824219,1.0848908e-15,100,100
19.863281,7.875141e-16,100,100
19.902344,9.1540736e-16,100,100
19.941406,1.0466667e-15,100,100
19.980469,9.1842716e-16,100,100
